,movimiento_id,buque_id,matricula,radar_id,muelle,tipo_carga,origen,fecha_ingreso,hora_ingreso,fecha_egreso,hora_egreso,tonelaje_declarado,velocidad_ingreso,velocidad_maxima_muelle,estado_despacho,duracion_hora,exceso_velocidad_real,exceso_velocidad
897,MOV-01054,B-033,EVERGLORY,R-07,MUELLEB,MINERALES,VALPARAISO,2023-11-02,1900-01-01 19:40:00,2023-11-04,1900-01-01 23:13:00,3706.02,14.4,10,EN_REVISION,2 days 03:33:00,4.4,3.9000000000000004
898,MOV-01055,B-035,YANGMING,R-08,MUELLED,CONTENEDORES,BUENOS AIRES,2022-10-11,1900-01-01 04:33:00,2022-10-13,1900-01-01 17:46:00,5181.55,13.3,12,EN_REVISION,2 days 13:13:00,1.3000000000000007,0.6999999999999993
899,MOV-01056,B-035,COSCOTIGRE,R-07,MUELLEA,TRIGO,VALPARAISO,2023-05-02,1900-01-01 20:50:00,2023-05-05,1900-01-01 20:09:00,4640.71,19.1,15,PENDIENTE,2 days 23:19:00,4.100000000000001,3.3500000000000014
901,MOV-01058,B-022,YANGESTE,R-04,MUELLEC,MAIZ,SAO PAULO,2020-01-14,1900-01-01 19:05:00,2020-01-15,1900-01-01 11:00:00,6333.8,15.4,10,PENDIENTE,0 days 15:55:00,5.4,4.9
902,MOV-01059,B-013,CMALITORAL,R-08,MUELLEE,MAIZ,VALPARAISO,2022-05-24,1900-01-01 16:09:00,2022-05-26,1900-01-01 05:01:00,5021.5,10.6,10,DESPACHADO,1 days 12:52:00,0.5999999999999996,0.09999999999999964
904,MOV-01061,B-002,MSCALPHA,R-01,MUELLEB,HARINA,SHANGHAI,2022-11-12,1900-01-01 15:10:00,2022-11-12,1900-01-01 13:02:00,5240.64,16.9,10,EN_REVISION,,6.899999999999999,6.399999999999999
909,MOV-01067,B-026,EVERGLORY,R-05,MUELLEE,ACEITE,SAO PAULO,2021-02-25,1900-01-01 10:33:00,2021-02-27,1900-01-01 10:50:00,5380.8,14.1,12,DESPACHADO,2 days 00:17:00,2.0999999999999996,1.4999999999999982
911,MOV-01070,B-015,YANGESTE,R-02,MUELLEC,HARINA,SANTA FE,2021-05-29,1900-01-01 00:00:00,1900-01-01,1900-01-01 14:56:00,4588.3,16.9,12,EN_REVISION,,4.899999999999999,4.299999999999997
917,MOV-01076,B-018,MSCGENOVA,R-08,MUELLEB,MINERALES,SAO PAULO,2021-12-21,1900-01-01 00:46:00,2021-12-23,1900-01-01 00:00:00,7398.82,10.8,10,DESPACHADO,1 days 23:14:00,0.8000000000000007,0.3000000000000007
922,MOV-01084,B-035,CMAROSARIO,R-01,MUELLEF,CONTENEDORES,MONTEVIDEO,2020-03-07,1900-01-01 18:15:00,2020-03-08,1900-01-01 13:01:00,4230.56,17.8,15,DESPACHADO,0 days 18:46:00,2.8000000000000007,2.0500000000000007
924,MOV-01086,B-037,MAERSKPAMPAS,R-06,MUELLEC,HARINA,HAMBURG,2024-08-15,1900-01-01 22:48:00,2024-08-17,1900-01-01 02:44:00,6712.93,15.2,10,RECHAZADO,1 days 03:56:00,5.199999999999999,4.699999999999999
928,MOV-01090,B-022,EVERGREEN02,R-07,MUELLEB,SOJA,ROTTERDAM,2022-09-17,1900-01-01 22:55:00,2022-09-20,1900-01-01 09:02:00,5614.22,17.1,15,PENDIENTE,2 days 10:07:00,2.1000000000000014,1.3500000000000014
932,MOV-01094,B-039,MSCALPHA,,MUELLEF,MINERALES,HAMBURG,2022-03-05,1900-01-01 16:28:00,2022-03-06,1900-01-01 16:55:00,4780.17,15.8,12,EN_REVISION,1 days 00:27:00,3.8000000000000007,3.1999999999999993
937,MOV-01101,B-030,MAERSKLIMA,R-05,MUELLED,TRIGO,MONTEVIDEO,2022-06-27,1900-01-01 09:15:00,2022-06-28,1900-01-01 04:04:00,4896.08,13.2,10,DESPACHADO,0 days 18:49:00,3.1999999999999993,2.6999999999999993
938,MOV-01102,B-004,ZIMDELTA,R-07,MUELLEF,MINERALES,SANTA FE,2020-01-16,1900-01-01 11:57:00,2020-01-18,1900-01-01 01:47:00,3999.93,12.7,10,PENDIENTE,1 days 13:50:00,2.6999999999999993,2.1999999999999993
943,MOV-01110,B-037,MAERSKLIMA,R-03,MUELLEB,GRANOS,SHANGHAI,2024-10-18,1900-01-01 23:53:00,2024-10-21,1900-01-01 10:40:00,6131.23,11.5,10,DESPACHADO,2 days 10:47:00,1.5,1.0
944,MOV-01111,B-032,PILSANTA,R-08,MUELLEC,MINERALES,HAMBURG,2023-09-27,1900-01-01 21:21:00,2023-09-29,1900-01-01 23:40:00,2561.03,18.2,15,PENDIENTE,2 days 02:19:00,3.1999999999999993,2.4499999999999993
949,MOV-01117,B-011,COSCOTIGRE,R-03,MUELLEC,ACEITE,SHANGHAI,2020-09-09,1900-01-01 07:21:00,2020-09-10,1900-01-01 22:33:00,4381.74,12.9,10,EN_REVISION,1 days 15:12:00,2.9000000000000004,2.4000000000000004
951,MOV-01119,B-028,PILSANTA,R-02,MUELLEE,ACEITE,VALPARAISO,2022-03-13,1900-01-01 11:46:00,2022-03-13,1900-01-01 19:31:00,5643.15,16.2,12,DESPACHADO,0 days 07:45:00,4.199999999999999,3.599999999999998
955,MOV-01123,B-016,HAPAGRIO,R-01,MUELLEB,ACEITE,SAO PAULO,1900-01-01,1900-01-01 01:52:00,2024-06-28,1900-01-01 01:46:00,5806.3,15.1,12,EN_REVISION,,3.0999999999999996,2.4999999999999982
961,MOV-01132,B-031,MSCGENOVA,R-04,MUELLEF,MAIZ,SANTA FE,2021-06-07,1900-01-01 06:46:00,2021-06-08,1900-01-01 04:43:00,5395.42,14.4,12,EN_REVISION,0 days 21:57:00,2.4000000000000004,1.799999999999999
963,MOV-01135,B-038,COSCOTIGRE,R-05,MUELLEF,GRANOS,SAO PAULO,2022-11-10,1900-01-01 10:39:00,2022-11-11,1900-01-01 04:46:00,4203.33,14.8,12,DESPACHADO,0 days 18:07:00,2.8000000000000007,2.1999999999999993
966,MOV-01141,B-022,ONEPARANA,R-07,MUELLEB,ACEITE,BUENOS AIRES,2021-06-12,1900-01-01 00:00:00,2021-06-12,1900-01-01 01:09:00,5128.97,13.1,12,PENDIENTE,0 days 01:09:00,1.0999999999999996,0.4999999999999982
973,MOV-01148,B-029,MAERSKLIMA,R-04,MUELLEB,MAIZ,VALPARAISO,2022-03-18,1900-01-01 21:58:00,2022-03-19,1900-01-01 11:09:00,5857.98,15.4,10,DESPACHADO,0 days 13:11:00,5.4,4.9
975,MOV-01150,B-013,CMAROSARIO,R-08,MUELLEE,TRIGO,ROTTERDAM,2020-03-25,1900-01-01 00:08:00,2020-03-27,1900-01-01 08:53:00,7654.71,15.6,10,PENDIENTE,2 days 08:45:00,5.6,5.1
978,MOV-01154,B-035,MAERSKPAMPAS,R-08,MUELLEF,ACEITE,HAMBURG,2023-04-18,1900-01-01 10:36:00,2023-04-19,1900-01-01 00:00:00,4191.98,15.2,10,EN_REVISION,0 days 13:24:00,5.199999999999999,4.699999999999999
980,MOV-01156,B-024,ZIMNORTE,R-06,MUELLED,HARINA,BUENOS AIRES,2022-07-26,1900-01-01 20:09:00,2022-07-29,1900-01-01 00:00:00,6627.78,13.5,12,DESPACHADO,2 days 03:51:00,1.5,0.8999999999999986
981,MOV-01157,B-034,CMAROSARIO,R-05,MUELLEB,MINERALES,SANTA FE,2023-07-10,1900-01-01 18:12:00,2023-07-12,1900-01-01 00:29:00,4070.5,12.9,12,EN_REVISION,1 days 06:17:00,0.9000000000000004,0.29999999999999893
984,MOV-01162,B-038,ONEPLATA,,MUELLEA,ACEITE,SANTA FE,2024-10-29,1900-01-01 04:42:00,2024-10-29,1900-01-01 16:28:00,2836.28,13.4,10,DESPACHADO,0 days 11:46:00,3.4000000000000004,2.9000000000000004
987,MOV-01165,B-020,MAERSKPAMPAS,R-07,MUELLEB,GRANOS,SAO PAULO,2020-04-23,1900-01-01 06:05:00,2020-04-24,1900-01-01 00:00:00,5159.21,10.8,10,PENDIENTE,0 days 17:55:00,0.8000000000000007,0.3000000000000007
988,MOV-01166,B-010,PILOESTE,R-07,MUELLEA,ACEITE,BUENOS AIRES,2021-12-10,1900-01-01 14:45:00,2021-12-13,1900-01-01 18:05:00,5577.54,15.8,12,EN_REVISION,3 days 03:20:00,3.8000000000000007,3.1999999999999993
989,MOV-01167,B-035,PILOESTE,R-06,MUELLEF,CONTENEDORES,VALPARAISO,2021-10-31,1900-01-01 21:24:00,2021-11-01,1900-01-01 18:23:00,3555.13,12.8,10,DESPACHADO,0 days 20:59:00,2.8000000000000007,2.3000000000000007
992,MOV-01170,B-035,COSCOSTAR,R-05,MUELLEA,TRIGO,SANTA FE,2024-03-29,1900-01-01 16:53:00,2024-03-31,1900-01-01 09:22:00,3873.0,18.6,15,RECHAZADO,1 days 16:29:00,3.6000000000000014,2.8500000000000014
993,MOV-01171,B-037,YANGESTE,R-08,MUELLEA,MAIZ,VALPARAISO,2020-06-25,1900-01-01 00:58:00,2020-06-25,1900-01-01 14:08:00,7750.98,12.2,10,EN_REVISION,0 days 13:10:00,2.1999999999999993,1.6999999999999993
998,MOV-01176,B-022,YANGMING,R-07,MUELLEC,CONTENEDORES,BUENOS AIRES,2023-09-01,1900-01-01 00:15:00,2023-09-02,1900-01-01 01:54:00,5888.26,15.8,12,RECHAZADO,1 days 01:39:00,3.8000000000000007,3.1999999999999993
999,MOV-01177,B-030,MSCALPHA,R-08,MUELLEB,ACEITE,BUENOS AIRES,2022-03-21,1900-01-01 18:43:00,2022-03-23,1900-01-01 00:00:00,6508.01,15.0,12,EN_REVISION,1 days 05:17:00,3.0,2.3999999999999986
1000,MOV-01178,B-017,CMAROSARIO,R-02,MUELLEA,MAIZ,MONTEVIDEO,2021-12-24,1900-01-01 15:58:00,2021-12-26,1900-01-01 14:34:00,,16.3,12,PENDIENTE,1 days 22:36:00,4.300000000000001,3.6999999999999993
1001,MOV-01179,B-010,MAERSKLIMA,R-01,MUELLEE,TRIGO,SHANGHAI,2023-05-26,1900-01-01 04:10:00,2023-05-28,1900-01-01 14:41:00,3745.37,19.7,10,PENDIENTE,2 days 10:31:00,9.7,9.2
1002,MOV-01180,B-014,YANGMING,R-08,MUELLED,MINERALES,SANTA FE,2021-09-28,1900-01-01 09:25:00,2021-09-30,1900-01-01 16:11:00,6227.97,11.0,10,DESPACHADO,2 days 06:46:00,1.0,0.5
1004,MOV-01182,B-017,PILSANTA,R-07,MUELLED,CONTENEDORES,BUENOS AIRES,2023-05-12,1900-01-01 23:47:00,2023-05-15,1900-01-01 11:43:00,3290.84,17.6,12,DESPACHADO,2 days 11:56:00,5.600000000000001,5.0
1009,MOV-01191,B-007,COSCOSTAR,R-03,MUELLEA,TRIGO,VALPARAISO,2022-12-29,1900-01-01 00:04:00,2022-12-29,1900-01-01 01:03:00,4290.01,12.9,12,DESPACHADO,0 days 00:59:00,0.9000000000000004,0.29999999999999893
1011,MOV-01193,B-038,MSCALPHA,R-03,MUELLEC,CONTENEDORES,SANTA FE,2022-07-10,1900-01-01 13:19:00,2022-07-12,1900-01-01 15:57:00,3452.63,12.4,10,DESPACHADO,2 days 02:38:00,2.4000000000000004,1.9000000000000004
1012,MOV-01194,B-013,CMAROSARIO,R-01,MUELLEE,ACEITE,MONTEVIDEO,2022-01-08,1900-01-01 22:32:00,2022-01-11,1900-01-01 11:45:00,,11.4,10,EN_REVISION,2 days 13:13:00,1.4000000000000004,0.9000000000000004
1015,MOV-01197,B-008,YANGMING,R-04,MUELLEC,HARINA,MONTEVIDEO,2024-12-26,1900-01-01 18:16:00,2024-12-28,1900-01-01 05:53:00,6190.05,13.6,12,DESPACHADO,1 days 11:37:00,1.5999999999999996,0.9999999999999982
1017,MOV-01200,B-027,MSCGENOVA,R-07,MUELLED,CONTENEDORES,BUENOS AIRES,2022-04-26,1900-01-01 07:47:00,2022-04-28,1900-01-01 07:36:00,3274.43,16.2,15,DESPACHADO,1 days 23:49:00,1.1999999999999993,0.4499999999999993
1018,MOV-01201,B-011,MSCALPHA,R-01,MUELLEB,TRIGO,BUENOS AIRES,2021-01-18,1900-01-01 15:10:00,2021-01-21,1900-01-01 04:03:00,7531.65,13.8,10,RECHAZADO,2 days 12:53:00,3.8000000000000007,3.3000000000000007
1019,MOV-01202,B-029,ONEPLATA,R-05,MUELLEB,GRANOS,SANTA FE,2020-10-06,1900-01-01 08:25:00,2020-10-06,1900-01-01 05:27:00,4783.15,14.4,12,DESPACHADO,,2.4000000000000004,1.799999999999999
1022,MOV-01205,B-009,PILSANTA,R-06,MUELLEE,HARINA,SANTA FE,2021-10-20,1900-01-01 12:23:00,2021-10-21,1900-01-01 09:36:00,6629.32,11.6,10,EN_REVISION,0 days 21:13:00,1.5999999999999996,1.0999999999999996
1025,MOV-01208,B-025,ZIMDELTA,R-06,MUELLEB,HARINA,ROTTERDAM,2020-12-09,1900-01-01 00:17:00,2020-12-09,1900-01-01 12:59:00,4266.47,16.4,15,DESPACHADO,0 days 12:42:00,1.3999999999999986,0.6499999999999986
1029,MOV-01212,B-008,YANGMING,R-05,MUELLEE,MINERALES,ROTTERDAM,2021-08-08,1900-01-01 17:15:00,2021-08-10,1900-01-01 00:00:00,7199.03,16.4,12,PENDIENTE,1 days 06:45:00,4.399999999999999,3.799999999999997
1036,MOV-01221,B-034,HAPAGRIO,R-08,MUELLEC,CONTENEDORES,SAO PAULO,2024-09-14,1900-01-01 13:05:00,2024-09-15,1900-01-01 17:58:00,6342.69,15.5,12,EN_REVISION,1 days 04:53:00,3.5,2.8999999999999986
1037,MOV-01222,B-005,MAERSKLIMA,R-02,MUELLEF,MAIZ,BUENOS AIRES,2023-07-29,1900-01-01 12:27:00,2023-07-31,1900-01-01 06:18:00,3376.9,12.4,10,RECHAZADO,1 days 17:51:00,2.4000000000000004,1.9000000000000004
1038,MOV-01223,B-039,PILSANTA,R-01,MUELLEB,MINERALES,SHANGHAI,2024-02-29,1900-01-01 03:42:00,2024-03-01,1900-01-01 06:56:00,3969.48,15.8,15,PENDIENTE,1 days 03:14:00,0.8000000000000007,0.05000000000000071
1043,MOV-01231,B-019,CMAROSARIO,R-05,MUELLEF,MAIZ,SHANGHAI,2023-09-05,1900-01-01 01:12:00,2023-09-07,1900-01-01 02:29:00,,16.7,15,DESPACHADO,2 days 01:17:00,1.6999999999999993,0.9499999999999993
1049,MOV-01238,B-013,ZIMNORTE,R-01,MUELLEF,TRIGO,MONTEVIDEO,2022-08-08,1900-01-01 02:24:00,2022-08-08,1900-01-01 19:37:00,6965.98,11.9,10,EN_REVISION,0 days 17:13:00,1.9000000000000004,1.4000000000000004
1052,MOV-01242,B-034,YANGESTE,R-05,MUELLED,MINERALES,SAO PAULO,2020-02-03,1900-01-01 17:18:00,2020-02-05,1900-01-01 00:00:00,5304.84,14.9,10,RECHAZADO,1 days 06:42:00,4.9,4.4
1054,MOV-01244,B-007,MSCGENOVA,R-05,MUELLEE,CONTENEDORES,BUENOS AIRES,2024-03-10,1900-01-01 00:00:00,2024-03-10,1900-01-01 20:22:00,2474.46,17.7,12,DESPACHADO,0 days 20:22:00,5.699999999999999,5.099999999999998
1055,MOV-01245,B-005,MSCGENOVA,,MUELLED,MINERALES,VALPARAISO,2024-10-03,1900-01-01 04:58:00,2024-10-03,1900-01-01 10:42:00,7432.37,11.5,10,EN_REVISION,0 days 05:44:00,1.5,1.0
1061,MOV-01251,B-025,COSCOTIGRE,R-07,MUELLEA,MINERALES,MONTEVIDEO,2024-10-09,1900-01-01 15:16:00,2024-10-10,1900-01-01 23:20:00,3475.79,15.0,12,PENDIENTE,1 days 08:04:00,3.0,2.3999999999999986
1062,MOV-01252,B-002,CMAROSARIO,R-07,MUELLEE,ACEITE,HAMBURG,2022-05-07,1900-01-01 17:18:00,2022-05-08,1900-01-01 09:04:00,3714.01,15.3,12,RECHAZADO,0 days 15:46:00,3.3000000000000007,2.6999999999999993
1063,MOV-01253,B-015,MSCGENOVA,R-04,MUELLEE,ACEITE,SAO PAULO,2020-03-26,1900-01-01 16:41:00,2020-03-29,1900-01-01 13:54:00,6222.65,15.5,12,EN_REVISION,2 days 21:13:00,3.5,2.8999999999999986
1067,MOV-01258,B-018,EVERGLORY,R-08,MUELLEC,CONTENEDORES,SANTA FE,2020-04-14,1900-01-01 23:27:00,2020-04-16,1900-01-01 04:57:00,5173.12,17.9,10,PENDIENTE,1 days 05:30:00,7.899999999999999,7.399999999999999
1073,MOV-01266,B-024,COSCOSTAR,R-04,MUELLED,HARINA,SHANGHAI,2024-07-01,1900-01-01 06:17:00,2024-07-02,1900-01-01 23:47:00,8049.93,15.4,12,PENDIENTE,1 days 17:30:00,3.4000000000000004,2.799999999999999
1074,MOV-01267,B-022,ZIMDELTA,R-03,MUELLEB,MAIZ,VALPARAISO,2020-01-05,1900-01-01 03:17:00,2020-01-08,1900-01-01 07:43:00,6748.66,13.1,10,RECHAZADO,3 days 04:26:00,3.0999999999999996,2.5999999999999996
1075,MOV-01268,B-008,CMAROSARIO,R-07,MUELLEE,SOJA,HAMBURG,2021-10-24,1900-01-01 00:00:00,2021-10-24,1900-01-01 22:25:00,5202.71,12.0,10,PENDIENTE,0 days 22:25:00,2.0,1.5
1079,MOV-01273,B-039,MAERSKPAMPAS,R-03,MUELLED,CONTENEDORES,MONTEVIDEO,2024-07-09,1900-01-01 05:30:00,2024-07-11,1900-01-01 13:24:00,,15.7,10,PENDIENTE,2 days 07:54:00,5.699999999999999,5.199999999999999
1080,MOV-01274,B-033,MSCGENOVA,R-02,MUELLED,MINERALES,BUENOS AIRES,2024-11-11,1900-01-01 00:08:00,2024-11-13,1900-01-01 10:59:00,3642.69,13.9,12,DESPACHADO,2 days 10:51:00,1.9000000000000004,1.299999999999999
1081,MOV-01275,B-028,CMALITORAL,R-01,MUELLED,CONTENEDORES,HAMBURG,2024-03-18,1900-01-01 01:45:00,2024-03-18,1900-01-01 09:48:00,3300.09,12.8,10,EN_REVISION,0 days 08:03:00,2.8000000000000007,2.3000000000000007
1082,MOV-01276,B-019,CMAROSARIO,R-03,MUELLEC,TRIGO,SAO PAULO,2022-09-03,1900-01-01 14:49:00,2022-09-04,1900-01-01 06:52:00,5418.76,13.2,12,PENDIENTE,0 days 16:03:00,1.1999999999999993,0.5999999999999979
1089,MOV-01284,B-037,EVERGREEN02,R-03,MUELLEC,ACEITE,HAMBURG,2022-08-29,1900-01-01 17:48:00,2022-08-30,1900-01-01 00:29:00,3947.99,12.2,10,RECHAZADO,0 days 06:41:00,2.1999999999999993,1.6999999999999993
1090,MOV-01285,B-014,COSCOTIGRE,R-04,MUELLEA,CONTENEDORES,MONTEVIDEO,2021-04-01,1900-01-01 18:55:00,2021-04-02,1900-01-01 00:00:00,4067.31,16.0,12,RECHAZADO,0 days 05:05:00,4.0,3.3999999999999986
1092,MOV-01287,B-038,EVERGLORY,R-08,MUELLEA,MAIZ,ROTTERDAM,2024-08-10,1900-01-01 15:00:00,2024-08-11,1900-01-01 10:22:00,4143.27,16.2,10,DESPACHADO,0 days 19:22:00,6.199999999999999,5.699999999999999
1093,MOV-01288,B-006,CMAROSARIO,R-02,MUELLEE,HARINA,MONTEVIDEO,2024-03-21,1900-01-01 02:30:00,2024-03-23,1900-01-01 00:00:00,6478.92,13.5,12,EN_REVISION,1 days 21:30:00,1.5,0.8999999999999986
1096,MOV-01291,B-028,COSCOTIGRE,R-04,MUELLED,HARINA,ROTTERDAM,2024-07-31,1900-01-01 14:28:00,2024-08-02,1900-01-01 11:11:00,5041.17,14.1,12,EN_REVISION,1 days 20:43:00,2.0999999999999996,1.4999999999999982
1097,MOV-01292,B-032,ZIMDELTA,R-05,MUELLEC,GRANOS,SHANGHAI,2023-07-21,1900-01-01 00:16:00,2023-07-23,1900-01-01 21:28:00,5743.41,13.6,12,PENDIENTE,2 days 21:12:00,1.5999999999999996,0.9999999999999982
1099,MOV-01294,B-028,ZIMDELTA,R-06,MUELLEB,ACEITE,HAMBURG,2022-06-17,1900-01-01 20:10:00,2022-06-18,1900-01-01 14:50:00,3634.65,12.5,10,EN_REVISION,0 days 18:40:00,2.5,2.0
1107,MOV-01305,B-019,HAPAGRIO,R-05,MUELLEC,CONTENEDORES,ROTTERDAM,2024-02-03,1900-01-01 01:16:00,1900-01-01,1900-01-01 14:39:00,4847.31,11.3,10,PENDIENTE,,1.3000000000000007,0.8000000000000007
1108,MOV-01306,B-004,PILOESTE,R-08,MUELLEB,SOJA,HAMBURG,2024-12-22,1900-01-01 12:26:00,2024-12-25,1900-01-01 19:36:00,6352.31,11.0,10,DESPACHADO,3 days 07:10:00,1.0,0.5
1109,MOV-01307,B-010,EVERGREEN02,R-04,MUELLED,SOJA,MONTEVIDEO,2020-12-18,1900-01-01 05:50:00,2020-12-20,1900-01-01 11:55:00,3843.41,14.0,12,RECHAZADO,2 days 06:05:00,2.0,1.3999999999999986
1112,MOV-01311,B-035,ONEPLATA,R-01,MUELLEE,HARINA,MONTEVIDEO,2022-03-12,1900-01-01 06:13:00,2022-03-14,1900-01-01 19:57:00,3745.66,13.3,10,DESPACHADO,2 days 13:44:00,3.3000000000000007,2.8000000000000007
1113,MOV-01313,B-022,ZIMDELTA,R-07,MUELLEF,CONTENEDORES,HAMBURG,2022-03-23,1900-01-01 03:57:00,2022-03-24,1900-01-01 00:46:00,5025.36,11.2,10,PENDIENTE,0 days 20:49:00,1.1999999999999993,0.6999999999999993
1114,MOV-01315,B-027,HAPAGRIO,R-04,MUELLEF,CONTENEDORES,SHANGHAI,2022-04-20,1900-01-01 20:11:00,2022-04-21,1900-01-01 17:33:00,4917.67,12.8,10,DESPACHADO,0 days 21:22:00,2.8000000000000007,2.3000000000000007
1117,MOV-01318,B-033,MSCALPHA,R-08,MUELLEE,MAIZ,BUENOS AIRES,2024-12-27,1900-01-01 10:11:00,2024-12-28,1900-01-01 04:06:00,5424.68,13.9,10,PENDIENTE,0 days 17:55:00,3.9000000000000004,3.4000000000000004
1123,MOV-01325,B-017,COSCOSTAR,R-01,MUELLEF,CONTENEDORES,ROTTERDAM,1900-01-01,1900-01-01 17:22:00,2020-04-22,1900-01-01 01:35:00,3935.12,18.7,15,EN_REVISION,,3.6999999999999993,2.9499999999999993
1126,MOV-01328,B-039,EVERGREEN02,R-02,MUELLEF,ACEITE,MONTEVIDEO,2021-10-14,1900-01-01 04:04:00,2021-10-16,1900-01-01 21:56:00,4666.58,16.5,12,PENDIENTE,2 days 17:52:00,4.5,3.8999999999999986
1129,MOV-01332,B-018,EVERGLORY,R-07,MUELLEB,MINERALES,SANTA FE,2024-04-09,1900-01-01 03:09:00,2024-04-09,1900-01-01 13:27:00,,15.3,10,DESPACHADO,0 days 10:18:00,5.300000000000001,4.800000000000001
1133,MOV-01337,B-004,ONEPLATA,R-01,MUELLEE,TRIGO,HAMBURG,2022-07-08,1900-01-01 17:19:00,2022-07-10,1900-01-01 10:21:00,3831.95,15.0,10,DESPACHADO,1 days 17:02:00,5.0,4.5
1135,MOV-01340,B-005,MAERSKPAMPAS,R-02,MUELLEA,ACEITE,SHANGHAI,2024-01-27,1900-01-01 00:00:00,2024-01-28,1900-01-01 11:58:00,5887.88,12.4,10,PENDIENTE,1 days 11:58:00,2.4000000000000004,1.9000000000000004
1140,MOV-01345,B-027,MSCGENOVA,R-05,MUELLEE,MAIZ,VALPARAISO,2020-05-03,1900-01-01 02:12:00,2020-05-06,1900-01-01 07:39:00,4067.68,13.2,12,RECHAZADO,3 days 05:27:00,1.1999999999999993,0.5999999999999979
1142,MOV-01347,B-024,YANGMING,R-07,MUELLEA,CONTENEDORES,VALPARAISO,2022-01-18,1900-01-01 20:32:00,2022-01-19,1900-01-01 05:04:00,4717.47,16.0,12,EN_REVISION,0 days 08:32:00,4.0,3.3999999999999986
1144,MOV-01349,B-031,COSCOTIGRE,R-08,MUELLED,HARINA,HAMBURG,2021-07-15,1900-01-01 04:22:00,2021-07-15,1900-01-01 23:53:00,4650.64,12.3,10,PENDIENTE,0 days 19:31:00,2.3000000000000007,1.8000000000000007
1145,MOV-01350,B-025,PILSANTA,R-03,MUELLEC,TRIGO,BUENOS AIRES,2022-12-23,1900-01-01 11:26:00,2022-12-26,1900-01-01 22:43:00,3549.72,13.6,10,RECHAZADO,3 days 11:17:00,3.5999999999999996,3.0999999999999996
1147,MOV-01352,B-023,MSCALPHA,R-06,MUELLEF,MINERALES,ROTTERDAM,2021-07-10,1900-01-01 00:00:00,2021-07-12,1900-01-01 09:28:00,5552.86,17.5,15,RECHAZADO,2 days 09:28:00,2.5,1.75
1148,MOV-01353,B-004,ZIMNORTE,R-05,MUELLEB,CONTENEDORES,ROTTERDAM,2023-01-11,1900-01-01 00:50:00,2023-01-12,1900-01-01 20:48:00,5261.3,18.8,15,DESPACHADO,1 days 19:58:00,3.8000000000000007,3.0500000000000007
1149,MOV-01354,B-032,CMALITORAL,R-05,MUELLEB,HARINA,HAMBURG,2023-04-15,1900-01-01 03:24:00,2023-04-16,1900-01-01 00:00:00,4133.17,13.2,10,DESPACHADO,0 days 20:36:00,3.1999999999999993,2.6999999999999993
1150,MOV-01355,B-003,MSCGENOVA,R-02,MUELLEB,TRIGO,VALPARAISO,2021-09-05,1900-01-01 07:11:00,2021-09-07,1900-01-01 01:33:00,6833.61,17.6,12,DESPACHADO,1 days 18:22:00,5.600000000000001,5.0
1151,MOV-01356,B-016,COSCOSTAR,R-02,MUELLEE,MAIZ,HAMBURG,2021-12-15,1900-01-01 03:05:00,2021-12-16,1900-01-01 20:56:00,4779.89,18.6,15,DESPACHADO,1 days 17:51:00,3.6000000000000014,2.8500000000000014
1152,MOV-01357,B-014,HAPAGSUR,R-06,MUELLEF,HARINA,MONTEVIDEO,2021-05-09,1900-01-01 09:40:00,2021-05-11,1900-01-01 19:28:00,3980.12,14.3,12,EN_REVISION,2 days 09:48:00,2.3000000000000007,1.6999999999999993
1154,MOV-01360,B-024,CMALITORAL,R-02,MUELLEC,CONTENEDORES,SAO PAULO,1900-01-01,1900-01-01 06:57:00,2022-01-27,1900-01-01 10:19:00,4798.75,13.1,10,EN_REVISION,,3.0999999999999996,2.5999999999999996
1158,MOV-01364,B-004,COSCOTIGRE,,MUELLEF,CONTENEDORES,BUENOS AIRES,2024-02-21,1900-01-01 16:10:00,2024-02-24,1900-01-01 00:00:00,4515.73,14.0,10,RECHAZADO,2 days 07:50:00,4.0,3.5
1159,MOV-01365,B-036,COSCOTIGRE,R-06,MUELLEA,HARINA,VALPARAISO,2024-03-09,1900-01-01 04:39:00,2024-03-10,1900-01-01 15:05:00,5849.2,13.4,12,EN_REVISION,1 days 10:26:00,1.4000000000000004,0.7999999999999989
1161,MOV-01367,B-004,MSCALPHA,R-05,MUELLEA,MINERALES,BUENOS AIRES,2020-01-29,1900-01-01 00:00:00,2020-01-31,1900-01-01 10:43:00,7081.44,13.3,12,EN_REVISION,2 days 10:43:00,1.3000000000000007,0.6999999999999993
1162,MOV-01368,B-032,CMAROSARIO,R-02,MUELLEE,MAIZ,MONTEVIDEO,2021-02-24,1900-01-01 00:40:00,2021-02-24,1900-01-01 03:36:00,4267.79,17.7,12,PENDIENTE,0 days 02:56:00,5.699999999999999,5.099999999999998
1163,MOV-01369,B-038,PILSANTA,R-05,MUELLEF,MINERALES,ROTTERDAM,2021-12-01,1900-01-01 12:51:00,1900-01-01,1900-01-01 16:40:00,6507.48,14.4,10,DESPACHADO,,4.4,3.9000000000000004
1164,MOV-01370,B-024,MSCALPHA,R-06,MUELLEE,SOJA,SHANGHAI,2022-06-11,1900-01-01 22:26:00,2022-06-12,1900-01-01 13:18:00,3005.47,16.1,10,DESPACHADO,0 days 14:52:00,6.100000000000001,5.600000000000001
